PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Deck,Family_Size,FamilyGroup,NumericFamilySize,TicketPrefix,PassengerStatus,DetailedPassengerStatus,GroupSize,AgeGroup,TitleEncoded,IsAlone,FamilyName,EmbarkedCategory,Pclass_Fare,Title_AgeGroup,Age*Class,Fare_Per_Person
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,E40,C,Miss,E,1,Solo,0,None,Wealthy,Wealthy Passenger,2,Adult,Miss,1,Burns,Cherbourg,134.5,Miss_Adult,41.0,67.25
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Dahl,Southampton,24.150000000000002,Mr_Adult,135.0,8.05
340,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,T,S,Mr,T,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Blackwell,Southampton,35.5,Mr_Adult,45.0,35.5
341,1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,F2,S,Master,F,3,Small,1,None,Middle,Middle-Class Passenger,3,Child,Master,0,Navratil,Southampton,52.0,Master_Child,4.0,8.666666666666666
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,C23 C25 C27,S,Miss,C,6,Large,2,None,Wealthy,Wealthy Passenger,4,Adult,Miss,0,Fortune,Southampton,263.0,Miss_Adult,24.0,65.75
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Collander,Southampton,26.0,Mr_Adult,56.0,13.0
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Sedgwick,Southampton,26.0,Mr_Adult,50.0,13.0
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Fox,Southampton,26.0,Mr_Adult,72.0,13.0
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,S,Miss,F,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Miss,1,Brown,Southampton,26.0,Miss_Adult,48.0,13.0
347,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,,S,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Miss,1,Smith,Southampton,26.0,Miss_Adult,80.0,13.0
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S,Mrs,Unknown,2,Small,1,None,Low,Low-Class Passenger,1,Unknown,Mrs,0,Davison,Southampton,48.300000000000004,Mrs_Unknown,,16.1
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,,S,Master,Unknown,3,Small,1,C.A.,Low,Low-Class Passenger,2,Child,Master,0,Coutts,Southampton,47.7,Master_Child,9.0,7.95
350,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Dimic,Southampton,25.987499999999997,Mr_Adult,126.0,8.6625
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Odahl,Southampton,27.674999999999997,Mr_Adult,69.0,9.225
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35.0,C128,S,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Williams-Lambert,Southampton,35.0,Mr_Unknown,,35.0
353,0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,,C,Mr,Unknown,3,Small,1,None,Low,Migrant,1,Teen,Mr,0,Elias,Cherbourg,21.6876,Mr_Teen,45.0,7.2292
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,,S,Mr,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Adult,Mr,0,Arnold-Franchi,Southampton,53.400000000000006,Mr_Adult,75.0,8.9
355,0,3,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Yousif,Cherbourg,21.674999999999997,Mr_Unknown,,7.225
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Vanden Steen,Southampton,28.5,Mr_Adult,84.0,9.5
357,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,E33,S,Miss,E,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Miss,0,Bowerman,Southampton,55.0,Miss_Adult,22.0,27.5
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,,S,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Miss,1,Funk,Southampton,26.0,Miss_Adult,76.0,13.0
359,1,3,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,McGovern,Queenstown,23.6376,Miss_Unknown,,7.8792
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,Mockler,Queenstown,23.6376,Miss_Unknown,,7.8792
361,0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,,S,Mr,Unknown,6,Large,2,None,Low,Low-Class Passenger,6,Adult,Mr,0,Skoog,Southampton,83.69999999999999,Mr_Adult,120.0,4.6499999999999995
362,0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,,C,Mr,Unknown,2,Small,1,SC/PARIS,Middle,Middle-Class Passenger,1,Adult,Mr,0,del Carlo,Cherbourg,55.4416,Mr_Adult,58.0,27.7208
363,0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,,C,Mrs,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Adult,Mrs,0,Barbara,Cherbourg,43.3626,Mrs_Adult,135.0,7.2271
364,0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S,Mr,Unknown,1,Solo,0,SOTON/O.Q.,Low,Migrant,1,Adult,Mr,1,Asim,Southampton,21.15,Mr_Adult,105.0,7.05
365,0,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q,Mr,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Unknown,Mr,0,O'Brien,Queenstown,46.5,Mr_Unknown,,7.75
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,,S,Mr,Unknown,1,Solo,0,C,Low,Migrant,1,Adult,Mr,1,Adahl,Southampton,21.75,Mr_Adult,90.0,7.25
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,D37,C,Mrs,D,2,Small,1,None,Middle,Middle-Class Passenger,1,Senior,Mrs,0,Warren,Cherbourg,75.25,Mrs_Senior,60.0,75.25
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,C,Mrs,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mrs,1,Moussa,Cherbourg,21.6876,Mrs_Unknown,,7.2292
369,1,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,Jermyn,Queenstown,23.25,Miss_Unknown,,7.75
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,B35,C,Mrs,B,1,Solo,0,PC,Middle,Middle-Class Passenger,2,Adult,Mrs,1,Aubart,Cherbourg,69.3,Mrs_Adult,24.0,34.65
371,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,E50,C,Mr,E,2,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mr,0,Harder,Cherbourg,55.4417,Mr_Adult,25.0,55.4417
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,,S,Mr,Unknown,2,Small,1,None,Low,Migrant,1,Teen,Mr,0,Wiklund,Southampton,19.4874,Mr_Teen,54.0,6.4958
373,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Beavan,Southampton,24.150000000000002,Mr_Teen,57.0,8.05
374,0,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,,C,Mr,Unknown,1,Solo,0,PC,Wealthy,Wealthy Passenger,3,Adult,Mr,1,Ringhini,Cherbourg,135.6333,Mr_Adult,22.0,45.211099999999995
375,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,,S,Miss,Unknown,5,Large,2,None,Low,Low-Class Passenger,4,Child,Miss,0,Palsson,Southampton,63.224999999999994,Miss_Child,9.0,5.26875
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,82.1708,,C,Mrs,Unknown,2,Small,1,PC,Middle,Middle-Class Passenger,2,Unknown,Mrs,0,Meyer,Cherbourg,82.1708,Mrs_Unknown,,41.0854
377,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,,S,Miss,Unknown,1,Solo,0,C,Low,Migrant,1,Adult,Miss,1,Landergren,Southampton,21.75,Miss_Adult,66.0,7.25
378,0,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C82,C,Mr,C,3,Small,1,None,Wealthy,Wealthy Passenger,1,Adult,Mr,0,Widener,Cherbourg,211.5,Mr_Adult,27.0,211.5
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Betros,Cherbourg,12.037500000000001,Mr_Adult,60.0,4.0125
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Gustafsson,Southampton,23.325000000000003,Mr_Teen,57.0,7.775
381,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,,C,Miss,Unknown,1,Solo,0,PC,Wealthy,Wealthy Passenger,4,Adult,Miss,1,Bidois,Cherbourg,227.525,Miss_Adult,42.0,56.88125
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,,C,Miss,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Child,Miss,0,Nakid,Cherbourg,47.2251,Miss_Child,3.0,7.87085
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,,S,Mr,Unknown,1,Solo,0,STON/O,Low,Migrant,1,Adult,Mr,1,Tikkanen,Southampton,23.775,Mr_Adult,96.0,7.925
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,,S,Mrs,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Holverson,Southampton,52.0,Mrs_Adult,35.0,26.0
385,0,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Plotcharsky,Southampton,23.6874,Mr_Unknown,,7.8958
386,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,,S,Mr,Unknown,1,Solo,0,S.O.C.,Middle,Middle-Class Passenger,5,Teen,Mr,1,Davies,Southampton,147.0,Mr_Teen,36.0,14.7
387,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,,S,Master,Unknown,8,Large,2,CA,Low,Low-Class Passenger,6,Child,Master,0,Goodwin,Southampton,140.7,Master_Child,3.0,7.816666666666666
388,1,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,,S,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Miss,1,Buss,Southampton,26.0,Miss_Adult,72.0,13.0
389,0,3,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Sadlier,Queenstown,23.1876,Mr_Unknown,,7.7292
390,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,,C,Miss,Unknown,1,Solo,0,SC,Middle,Middle-Class Passenger,1,Teen,Miss,1,Lehmann,Cherbourg,24.0,Miss_Teen,34.0,12.0
391,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,B96 B98,S,Mr,B,4,Small,1,None,Wealthy,Wealthy Passenger,4,Adult,Mr,0,Carter,Southampton,120.0,Mr_Adult,36.0,30.0
392,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Jansson,Southampton,23.3874,Mr_Adult,63.0,7.7958
393,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,,S,Mr,Unknown,3,Small,1,None,Low,Migrant,1,Adult,Mr,0,Gustafsson,Southampton,23.775,Mr_Adult,84.0,7.925
394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,D36,C,Miss,D,2,Small,1,None,Wealthy,Wealthy Passenger,3,Adult,Miss,0,Newell,Cherbourg,113.275,Miss_Adult,23.0,37.75833333333333
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,G6,S,Mrs,G,3,Small,1,PP,Low,Low-Class Passenger,2,Adult,Mrs,0,Sandstrom,Southampton,50.099999999999994,Mrs_Adult,72.0,8.35
396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Johansson,Southampton,23.3874,Mr_Adult,66.0,7.7958
397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Olsson,Southampton,23.5626,Miss_Adult,93.0,7.8542
398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,2,Adult,Mr,1,McKane,Southampton,52.0,Mr_Adult,92.0,13.0
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,,S,Mrs,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Pain,Southampton,21.0,Mrs_Adult,46.0,10.5
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,,S,Mrs,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Trout,Southampton,25.3,Mrs_Adult,56.0,12.65
401,1,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,,S,Mr,Unknown,1,Solo,0,STON/O,Low,Migrant,1,Adult,Mr,1,Niskanen,Southampton,23.775,Mr_Adult,117.0,7.925
402,0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Adams,Southampton,24.150000000000002,Mr_Adult,78.0,8.05
403,0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,,S,Miss,Unknown,2,Small,1,None,Low,Migrant,1,Adult,Miss,0,Jussila,Southampton,29.474999999999998,Miss_Adult,63.0,9.825
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,,S,Mr,Unknown,2,Small,1,STON/O2.,Low,Low-Class Passenger,2,Adult,Mr,0,Hakkarainen,Southampton,47.55,Mr_Adult,84.0,7.925
405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Oreskovic,Southampton,25.987499999999997,Miss_Adult,60.0,8.6625
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,,S,Mr,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mr,0,Gale,Southampton,42.0,Mr_Adult,68.0,21.0
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Widegren,Southampton,23.25,Mr_Adult,153.0,7.75
408,1,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,,S,Master,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,3,Child,Master,0,Richards,Southampton,37.5,Master_Child,6.0,6.25
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Birkeland,Southampton,23.325000000000003,Mr_Adult,63.0,7.775
410,0,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,Miss,Unknown,5,Large,2,None,Low,Low-Class Passenger,4,Unknown,Miss,0,Lefebre,Southampton,76.4001,Miss_Unknown,,6.366675
411,0,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Sdycoff,Southampton,23.6874,Mr_Unknown,,7.8958
412,0,3,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Hart,Queenstown,20.5749,Mr_Unknown,,6.8583
413,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,C78,Q,Miss,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Miss,0,Minahan,Queenstown,90.0,Miss_Adult,33.0,45.0
414,0,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0.0,,S,Mr,Unknown,1,Solo,0,None,Employee,Migrant,3,Unknown,Mr,1,Cunningham,Southampton,0.0,Mr_Unknown,,0.0
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,,S,Mr,Unknown,1,Solo,0,STON/O,Low,Migrant,1,Adult,Mr,1,Sundman,Southampton,23.775,Mr_Adult,132.0,7.925
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,S,Mrs,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mrs,1,Meek,Southampton,24.150000000000002,Mrs_Unknown,,8.05
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,,S,Mrs,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mrs,0,Drew,Southampton,65.0,Mrs_Adult,68.0,32.5
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,,S,Miss,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,1,Teen,Miss,0,Silven,Southampton,26.0,Miss_Teen,36.0,13.0
419,0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Matthews,Southampton,26.0,Mr_Adult,60.0,13.0
420,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,,S,Miss,Unknown,3,Small,1,None,Low,Low-Class Passenger,3,Child,Miss,0,Van Impe,Southampton,72.44999999999999,Miss_Child,30.0,8.049999999999999
421,0,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Gheorgheff,Cherbourg,23.6874,Mr_Unknown,,7.8958
422,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,,Q,Mr,Unknown,1,Solo,0,A/5.,Low,Migrant,1,Adult,Mr,1,Charters,Queenstown,23.1999,Mr_Adult,63.0,7.7333
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Zimmerman,Southampton,23.625,Mr_Adult,87.0,7.875
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,,S,Mrs,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Adult,Mrs,0,Danbom,Southampton,43.2,Mrs_Adult,84.0,7.2
425,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,,S,Mr,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Teen,Mr,0,Rosblom,Southampton,60.637499999999996,Mr_Teen,54.0,10.10625
426,0,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S,Mr,Unknown,1,Solo,0,A/4.,Low,Migrant,1,Unknown,Mr,1,Wiseman,Southampton,21.75,Mr_Unknown,,7.25
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,,S,Mrs,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mrs,0,Clarke,Southampton,52.0,Mrs_Adult,56.0,26.0
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,,S,Mrs,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,2,Teen,Mrs,1,Phillips,Southampton,52.0,Mrs_Teen,38.0,13.0
429,0,3,"Flynn, Mr. James",male,,0,0,364851,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Flynn,Queenstown,23.25,Mr_Unknown,,7.75
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,Mr,E,1,Solo,0,SOTON/O.Q.,Low,Migrant,1,Adult,Mr,1,Pickard,Southampton,24.150000000000002,Mr_Adult,96.0,8.05
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,C52,S,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Bjornstrom-Steffansson,Southampton,26.55,Mr_Adult,28.0,26.55
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,,S,Mrs,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Unknown,Mrs,0,Thorneycroft,Southampton,48.300000000000004,Mrs_Unknown,,8.05
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,,S,Mrs,Unknown,2,Small,1,SC/AH,Middle,Migrant,1,Adult,Mrs,0,Louch,Southampton,52.0,Mrs_Adult,84.0,26.0
434,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,,S,Mr,Unknown,1,Solo,0,STON/O,Low,Migrant,1,Teen,Mr,1,Kallio,Southampton,21.375,Mr_Teen,51.0,7.125
435,0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,E44,S,Mr,E,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Silvey,Southampton,55.9,Mr_Adult,50.0,27.95
436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,S,Miss,B,4,Small,1,None,Wealthy,Wealthy Passenger,4,Teen,Miss,0,Carter,Southampton,120.0,Miss_Teen,14.0,30.0
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,,S,Miss,Unknown,5,Large,2,W./C.,Low,Low-Class Passenger,4,Adult,Miss,0,Ford,Southampton,103.125,Miss_Adult,63.0,8.59375
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,,S,Mrs,Unknown,6,Large,2,None,Middle,Middle-Class Passenger,3,Adult,Mrs,0,Richards,Southampton,37.5,Mrs_Adult,48.0,6.25
439,0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,C23 C25 C27,S,Mr,C,6,Large,2,None,Wealthy,Wealthy Passenger,4,Senior,Mr,0,Fortune,Southampton,263.0,Mr_Senior,64.0,65.75
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,,S,Mr,Unknown,1,Solo,0,C.A.,Middle,Middle-Class Passenger,1,Adult,Mr,1,Kvillner,Southampton,21.0,Mr_Adult,62.0,10.5
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,,S,Mrs,Unknown,3,Small,1,F.C.C.,Middle,Middle-Class Passenger,3,Adult,Mrs,0,Hart,Southampton,52.5,Mrs_Adult,90.0,8.75
442,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Hampe,Southampton,28.5,Mr_Adult,60.0,9.5
443,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,,S,Mr,Unknown,2,Small,1,None,Low,Migrant,1,Adult,Mr,0,Petterson,Southampton,23.325000000000003,Mr_Adult,75.0,7.775
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,,S,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Miss,1,Reynaldo,Southampton,26.0,Miss_Adult,56.0,13.0
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Johannesen-Bratthammer,Southampton,24.337500000000002,Mr_Unknown,,8.1125
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,A34,S,Master,A,3,Small,1,None,Middle,Middle-Class Passenger,1,Child,Master,0,Dodge,Southampton,81.8583,Master_Child,4.0,81.8583
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,,S,Miss,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Teen,Miss,0,Mellinger,Southampton,39.0,Miss_Teen,26.0,9.75
448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Seward,Southampton,26.55,Mr_Adult,34.0,26.55
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,,C,Miss,Unknown,4,Small,1,None,Low,Low-Class Passenger,4,Child,Miss,0,Baclini,Cherbourg,57.774899999999995,Miss_Child,15.0,4.814575
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,S,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Peuchen,Southampton,30.5,Mr_Adult,52.0,30.5
